system:index,DEM,DPSVIm,DPSVInormalized,DPSVIoriginal,LIA,NRPB,RFDI,RVI,VDDPI,VH,VH/VV,VV,VV/VH,angle,precipitation12hours,precipitationCurrent,slope,temperature,.geo
1_S1B_IW_GRDH_1SDV_20210102T051723_20210102T051748_024971_02F8D2_9CAD_0,552.6361600019801,0.013270342219454724,2.1197119892791907,-2.9211903822643203E-4,38.676802682058025,-0.6989504468465999,0.6989504468465999,0.6020991063068003,1.1781182773848695,-16.63483870744933,0.17811827738486943,-9.052073185182076,5.883885759290138,31.067855834960938,0.011898577213287354,0.005401670932769775,9.026437020207952,-2.2083801269531023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
1_S1A_IW_GRDH_1SDV_20210103T050942_20210103T051007_035969_0436B5_1963_0,552.0939162515793,0.010871460828063773,0.5396784568134543,0.0018561668981568941,47.974289141713996,-0.589695025973444,0.589695025973444,0.820609948053112,1.258268190572341,-15.465129570861889,0.258268190572341,-9.579048756920518,3.8840876191246783,40.44420623779297,3.1868740916252136,0.05844235420227051,9.26193549929286,1.8407836914062727,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
2_S1A_IW_GRDH_1SDV_20210106T164326_20210106T164351_036020_043871_B44E_0,551.7119302383197,0.009572672815872178,0.602547265468323,0.0010305096683255798,23.020886310498017,-0.6518468160910331,0.6518468160910331,0.6963063678179333,1.2109318945350567,-16.53392031749732,0.21093189453505648,-9.765440249080982,4.76265754093614,31.16904640197754,6.902576982973585,0.5734413862228394,9.427456222026805,-0.7183288574218523,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
1_S1A_IW_GRDH_1SDV_20210108T051753_20210108T051818_036042_04393F_44EA_0,552.2004804441914,0.012150714338593232,1.2402502998910165,2.358106428702998E-4,38.08024965265973,-0.6746214648257457,0.6746214648257457,0.6507570703485084,1.1945836014081954,-16.35062042216789,0.1945836014081955,-9.221133469261083,5.189848794563114,31.10915184020996,0.0079423189163208,0.0033527612686157227,7.939368979230199,-4.11052551269529,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
1_S1B_IW_GRDH_1SDV_20210109T050911_20210109T050936_025073_02FC03_64A5_0,551.294787729819,0.0076529840840873714,0.6831923754003292,6.355696910348496E-4,47.44919416553163,-0.6683999717660691,0.6683999717660691,0.6632000564678615,1.1989848003989239,-17.289398325390035,0.198984800398924,-10.262574667022179,5.060057923076806,40.22891616821289,0.11831521987915039,0.01290440559387207,8.7971122818669,-4.89153137207029,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
2_S1A_IW_GRDH_1SDV_20210111T165130_20210111T165155_036093_043B07_9586_0,551.5624781115301,0.005711779486309784,0.749533685116359,4.305469181318647E-4,32.06389769797047,-0.6636804005185365,0.6636804005185365,0.6726391989629271,1.2023808983028323,-17.81931882715759,0.20238089830283232,-10.866266241304473,4.975249004694189,40.44639205932617,0.015164911644660606,0.0,9.49152197438508,-4.737463378906227,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
2_S1B_IW_GRDH_1SDV_20210112T164244_20210112T164309_025124_02FDBF_AB96_0,553.9741050983298,0.009436457061671278,1.1877231723453008,1.218291133048209E-4,24.68975184765786,-0.7186987628380475,0.7186987628380475,0.5626024743239049,1.1639369065879286,-17.589828580915675,0.16393690658792837,-9.710828968176516,6.174096481083439,31.1561279296875,3.3182755112193263,0.5295530688727013,8.704875631285418,1.0410858154297102,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
1_S1B_IW_GRDH_1SDV_20210114T051722_20210114T051747_025146_02FE71_6D02_0,552.8490334797375,0.010578549780794158,1.4096469353919223,1.4805933989132469E-5,37.94874587503,-0.7096769326714626,0.7096769326714626,0.5806461346570749,1.1699699261821015,-17.195027183365312,0.1699699261821017,-9.484859983791397,5.92105206585813,31.067140579223633,3.0585259198119275,0.48916786909103394,7.644601257681258,-3.2557434082031023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
1_S1A_IW_GRDH_1SDV_20210115T050941_20210115T051006_036144_043CD9_3659_0,552.7560292511738,0.005590099617329535,0.657667303641949,9.548209053265936E-4,47.66047368524816,-0.5462028557806842,0.5462028557806842,0.9075942884386318,1.2936629798088446,-16.40592945778514,0.2936629798088447,-11.07886531963983,3.413940731174961,40.444400787353516,1.0845959186553955,0.02070516347885132,8.379610588280437,-3.8098052978515398,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
2_S1B_IW_GRDH_1SDV_20210117T165049_20210117T165114_025197_030006_B928_0,550.684055967914,0.0051896075318262885,0.733897228926016,3.8713720438416407E-4,34.15692081125441,-0.6735423199645745,0.6735423199645745,0.6529153600708509,1.1957018774318269,-18.201821549585087,0.19570187743182668,-11.077212295600583,5.202426104894746,40.4390869140625,0.26992708444595337,0.011295080184936523,7.341976872092402,-5.551123046874977,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
2_S1A_IW_GRDH_1SDV_20210118T164326_20210118T164351_036195_043E95_03AA_0,551.1337725697655,0.004724486571251178,0.6723260650392526,8.16867382520024E-4,24.876015225599975,-0.5411351831799587,0.5411351831799587,0.9177296336400826,1.29812469443115,-16.727493246920094,0.2981246944311499,-11.459016311188082,3.374124336598734,31.170276641845703,1.145753264324867,0.024959444999694824,7.715176509917371,-0.42430725097653976,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
1_S1B_IW_GRDH_1SDV_20210121T050910_20210121T050935_025248_03019B_6F00_0,551.8239046832708,0.010532061032445125,1.0695960787245948,6.581103959340638E-4,47.453564242289225,-0.5976507646924019,0.5976507646924019,0.8046984706151962,1.25194956433574,-15.623300770356057,0.25194956433574,-9.631744570556847,3.97753108515777,40.2277717590332,0.0,0.0,8.647753123223314,-0.7553314208984148,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
2_S1A_IW_GRDH_1SDV_20210123T165129_20210123T165154_036268_04411C_E607_0,551.5080226052571,0.00669177041909655,0.6004246233092349,9.545873472167452E-4,31.543334023742418,-0.6011948033768689,0.6011948033768689,0.7976103932462618,1.2492927752494996,-16.664799518833167,0.2492927752494995,-10.621790069947007,4.03039664700136,40.44704055786133,1.379716396229469,0.023990869522094727,9.918713522662083,0.11094055175783524,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
2_S1B_IW_GRDH_1SDV_20210124T164244_20210124T164309_025299_03034D_749F_0,553.2251609764662,0.011113880248273316,0.7451181673479161,4.75438152969494E-4,24.871088964610166,-0.7464621980548714,0.7464621980548714,0.507075603890257,1.1454145629891817,-17.726022055688468,0.1454145629891817,-9.32429443862705,6.964121161838737,31.156902313232422,0.7367506623268127,6.109476089477539E-4,8.498191948594718,-0.8463958740234148,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.111638382964514,49.82384360420299],[15.11219267012521,49.82384360420299],[15.11219267012521,49.8242034896775],[15.111638382964514,49.8242034896775],[15.111638382964514,49.82384360420299]]]}"
