system:index,DEM,DPSVImodified,DPSVInormalized,DPSVIoriginal,LIA,NRPB,RFDI,RVI,VDDPI,VH,VH/VV,VV,VV/VH,angle,precipitation12hours,precipitationCurrent,slope,temperature,.geo
1_S1B_IW_GRDH_1SDV_20210102T051723_20210102T051748_024971_02F8D2_9CAD_0,432.09217852494845,2.365142156669285,0.009084502394441701,0.0240629871686711,33.83827466670873,-0.008538759773788937,0.008538759773788937,1.9829224804524221,1.9830672662661777,-15.751880465390666,0.9830672662661775,-9.968792007021648,1.0172248063666318,35.42278619450847,0.09045004844665527,0.019729137420654297,2.257670846393728,-2.7259582519531023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1A_IW_GRDH_1SDV_20210103T050942_20210103T051007_035969_0436B5_1963_0,432.1584354494592,1.8192045593892778,0.012724790642552735,0.02548537000389676,42.784997892410495,-0.009765624509454122,0.009765624509454122,1.980468750981092,1.9806580318135705,-14.746611151204831,0.9806580318135704,-9.268850295995552,1.0197242786399736,44.119667053222656,4.863671958446503,0.2869144082069397,2.1218026854134546,1.1493774414062727,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1A_IW_GRDH_1SDV_20210104T165940_20210104T170005_035991_043767_6654_0,431.53557595681025,1.1925104215866287,0.01488123714888567,0.019219960241565116,47.45971302331843,-0.010135031004306027,0.010135031004306027,1.9797299379913882,1.9799338699258715,-14.110900926837747,0.9799338699258713,-8.969471552036381,1.0204781937608458,45.491966247558594,0.3509849308898083,0.02275407314300537,2.84401934212587,1.6673828125000227,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1A_IW_GRDH_1SDV_20210108T051753_20210108T051818_036042_04393F_44EA_0,431.9906825774996,1.8831341465046005,0.017447224769357724,0.037183057548551994,34.07650970496954,-0.01229374501018174,0.01229374501018174,1.9754125099796365,1.9757125795986004,-14.685653577526123,0.9757125795986004,-8.513269892901862,1.0248951053203919,36.42372131347656,0.056393444538116455,0.03717094659805298,2.5371970604205956,-2.2960723876952898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1B_IW_GRDH_1SDV_20210109T050911_20210109T050936_025073_02FC03_64A5_0,431.863439460341,0.9209273894851033,0.011516962128091264,0.011935685728357907,42.754303232106366,-0.009727638465412244,0.009727638465412244,1.9805447230691755,1.980732332492582,-15.335615938285137,0.9807323324925825,-9.440620881329693,1.019646579615096,44.57018280029297,0.3959536552429199,0.004433095455169678,2.5907369479757225,-6.28215637207029,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1B_IW_GRDH_1SDV_20210110T165856_20210110T165921_025095_02FCB9_A5A3_0,432.1704717025382,0.9693975634229692,0.010134611327572738,0.01123123556504545,46.81499134857091,-0.009391648821716225,0.009391648821716225,1.9812167023565679,1.981392054410992,-15.89597113537907,0.981392054410992,-9.695982120103297,1.0189619968707113,45.49205780029297,0.37948046951896686,0.0044050686369701,2.136070667229262,-1.7081817626952898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1A_IW_GRDH_1SDV_20210111T165130_20210111T165155_036093_043B07_9586_0,431.66833484078956,2.9403500806872938,0.014455569124145555,0.04799780869717109,39.055530700912485,-0.010947224291293845,0.010947224291293845,1.9781055514174124,1.97834355989761,-14.893697641250544,0.9783435598976101,-8.95009924782594,1.0221377670674177,37.2630729675293,0.004756450550758018,3.8743019104003906E-4,2.741610004676608,-3.8800415039062273,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1B_IW_GRDH_1SDV_20210114T051722_20210114T051747_025146_02FE71_6D02_0,431.73914589468893,1.6922425846158868,0.014575049183009779,0.02818059070394457,32.68420521216782,-0.011308016385194212,0.011308016385194212,1.9773839672296118,1.9776375107684343,-15.135249800700748,0.977637510768434,-8.899270580651606,1.0228754075198565,35.419612884521484,1.7630115150382153,0.19513815641403198,2.898736034791301,-2.0682434082031023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1A_IW_GRDH_1SDV_20210115T050941_20210115T051006_036144_043CD9_3659_0,432.136284160426,2.8868336145848676,0.009722252361594798,0.029576175465278683,42.71095269186872,-0.007847250560008496,0.007847250560008496,1.984305498879983,1.9844296219610031,-14.767940077742299,0.9844296219610033,-9.940302847209715,1.0158206494679964,44.119850158691406,0.34406036138534546,0.02934783697128296,2.2326537997294698,-3.0226959228515398,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1A_IW_GRDH_1SDV_20210116T165939_20210116T170004_036166_043D8C_46D9_0,431.73821151703294,0.26417167156110594,0.005746078142777842,0.001743802604096468,47.120176703102636,-0.007223952411073255,0.007223952411073255,1.9855520951778536,1.9856559317652902,-17.331823419446327,0.9856559317652904,-10.898033950064123,1.014553258762616,45.49303436279297,0.2886056900024414,0.005707144737243652,2.733877238084578,-6.06481018066404,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1B_IW_GRDH_1SDV_20210117T165049_20210117T165114_025197_030006_B928_0,431.5230778371255,0.6612729907857741,0.008892696173151268,0.006386442745138533,39.52726141093428,-0.0077916313923120616,0.0077916313923120616,1.9844167372153758,1.984537291037395,-15.202060862105554,0.9845372910373951,-10.093267969774027,1.0157057123553088,37.212799072265625,0.03127008676528931,0.001475214958190918,3.169576146471219,-3.8538574218749773,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1B_IW_GRDH_1SDV_20210121T050910_20210121T050935_025248_03019B_6F00_0,432.1339051135664,2.5999877541309155,0.011184266027928927,0.03205776754594306,43.67832622198196,-0.009197513250021485,0.009197513250021485,1.9816049734999572,1.981773562505933,-15.069110635303376,0.9817735625059326,-9.550976930055125,1.0185667808960905,44.569114685058594,0.0,0.0,1.8924401505929245,-4.835409545898415,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1B_IW_GRDH_1SDV_20210122T165855_20210122T165920_025270_030252_9E50_0,431.4182548034367,1.1168844770414696,0.007408023909454888,0.008332678287625952,47.670389733233925,-0.00600485884231244,0.00600485884231244,1.9879902823153748,1.9880628611485038,-14.643013030109591,0.9880628611485035,-10.634237036681299,1.012083195657969,45.49276351928711,0.3334656357765198,-1.4901161193847656E-5,3.320439673174778,3.9452453613281477,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1A_IW_GRDH_1SDV_20210123T165129_20210123T165154_036268_04411C_E607_0,431.5523986215074,2.1935161413646873,0.026549903108998657,0.06572828118136124,39.41660477155309,-0.014807989111195269,0.014807989111195269,1.9703840217776094,1.9708175736533746,-13.556120109917376,0.9708175736533748,-7.630409178378662,1.030062652461249,37.26374816894531,2.717393636601173,0.06480515003204346,3.142179275381154,0.04648742675783524,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1B_IW_GRDH_1SDV_20210126T051722_20210126T051747_025321_030402_92F1_0,431.5158917662435,1.8143822651298314,0.008023383275005617,0.015934621642972678,32.4696449553464,-0.0076126404906490044,0.0076126404906490044,1.9847747190187024,1.98488980790544,-15.612218707590191,0.9848898079054399,-10.286771808573395,1.0153421374498666,35.42453596702134,0.0969916582107544,0.0036656856536865234,3.1382460448828655,-2.5455383300781023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
