system:index,DEM,DPSVIm,DPSVInormalized,DPSVIoriginal,LIA,NRPB,RFDI,RVI,VDDPI,VH,VH/VV,VV,VV/VH,angle,precipitation12hours,precipitationCurrent,slope,temperature,.geo
1_S1B_IW_GRDH_1SDV_20210102T051723_20210102T051748_024971_02F8D2_9CAD_0,432.09217852494845,0.009084502394441701,1.450688456320765,2.997357336070434E-4,33.83827466670873,-0.5821672751183289,0.5821672751183289,0.8356654497633423,1.264114222692277,-15.751880465390666,0.26411422269227713,-9.968792007021648,3.7880052537300726,35.42278619450847,0.09045004844665527,0.019729137420654297,2.257670846393728,-2.7259582519531023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1A_IW_GRDH_1SDV_20210103T050942_20210103T051007_035969_0436B5_1963_0,432.1584354494592,0.012724790642552735,0.6317946724090484,0.0021495087428485523,42.784997892410495,-0.5581795399927162,0.5581795399927162,0.8836409200145676,1.2837635617739653,-14.746611151204831,0.28376356177396556,-9.268850295995552,3.535848524111775,44.119667053222656,4.863671958446503,0.2869144082069397,2.1218026854134546,1.1493774414062727,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1A_IW_GRDH_1SDV_20210104T165940_20210104T170005_035991_043767_6654_0,431.53557595681025,0.01488123714888567,1.5723425647953808,6.39539897997625E-4,47.45971302331843,-0.5310692954805689,0.5310692954805689,0.9378614090388622,1.3064277401505555,-14.110900926837747,0.30642774015055546,-8.969471552036381,3.2706681215335793,45.491966247558594,0.3509849308898083,0.02275407314300537,2.84401934212587,1.6673828125000227,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1A_IW_GRDH_1SDV_20210108T051753_20210108T051818_036042_04393F_44EA_0,431.9906825774996,0.017447224769357724,1.7813282062804967,6.884215202960341E-5,34.07650970496954,-0.6097565812596678,0.6097565812596678,0.7804868374806645,1.243070197089498,-14.685653577526123,0.24307019708949812,-8.513269892901862,4.1708098958571656,36.42372131347656,0.056393444538116455,0.03717094659805298,2.5371970604205956,-2.2960723876952898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1B_IW_GRDH_1SDV_20210109T050911_20210109T050936_025073_02FC03_64A5_0,431.863439460341,0.011516962128091264,1.0284453344786875,8.25818677647144E-4,42.754303232106366,-0.590568628532903,0.590568628532903,0.8188627429341937,1.2574634005335439,-15.335615938285137,0.2574634005335438,-9.440620881329693,3.8879345620519628,44.57018280029297,0.3959536552429199,0.004433095455169678,2.5907369479757225,-6.28215637207029,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1B_IW_GRDH_1SDV_20210110T165856_20210110T165921_025095_02FCB9_A5A3_0,432.1704717025382,0.010134611327572738,1.1294310436708461,5.167018971345981E-4,46.81499134857091,-0.6125280882173831,0.6125280882173831,0.7749438235652337,1.2405373969302884,-15.89597113537907,0.24053739693028825,-9.695982120103297,4.180318870111493,45.49205780029297,0.37948046951896686,0.0044050686369701,2.136070667229262,-1.7081817626952898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1A_IW_GRDH_1SDV_20210111T165130_20210111T165155_036093_043B07_9586_0,431.66833484078956,0.014455569124145555,1.8990612020576165,1.8809103087456495E-5,39.055530700912485,-0.5940979054846737,0.5940979054846737,0.8118041890306527,1.2547357102772332,-14.893697641250544,0.2547357102772331,-8.95009924782594,3.933743966243789,37.2630729675293,0.004756450550758018,3.8743019104003906E-4,2.741610004676608,-3.8800415039062273,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1B_IW_GRDH_1SDV_20210114T051722_20210114T051747_025146_02FE71_6D02_0,431.73914589468893,0.014575049183009779,1.942790084670484,-8.689113469577217E-5,32.68420521216782,-0.6151618373828385,0.6151618373828385,0.769676325234323,1.2384922849624818,-15.135249800700748,0.23849228496248176,-8.899270580651606,4.213761889070388,35.419612884521484,1.7630115150382153,0.19513815641403198,2.898736034791301,-2.0682434082031023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
1_S1A_IW_GRDH_1SDV_20210115T050941_20210115T051006_036144_043CD9_3659_0,432.136284160426,0.009722252361594798,1.1447738587201064,0.0010504335988465378,42.71095269186872,-0.503294683130517,0.503294683130517,0.9934106337389663,1.3317796409872351,-14.767940077742299,0.3317796409872352,-9.940302847209715,3.0645174018562047,44.119850158691406,0.34406036138534546,0.02934783697128296,2.2326537997294698,-3.0226959228515398,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
2_S1A_IW_GRDH_1SDV_20210116T165939_20210116T170004_036166_043D8C_46D9_0,431.73821151703294,0.005746078142777842,0.8513708036136179,4.4547579633346464E-4,47.120176703102636,-0.6284211390982608,0.6284211390982608,0.7431577218034783,1.228747888141833,-17.331823419446327,0.22874788814183278,-10.898033950064123,4.425090389541505,45.49303436279297,0.2886056900024414,0.005707144737243652,2.733877238084578,-6.06481018066404,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.172681013304471,49.957582297371864],[14.173236838545574,49.957582297371864],[14.173236838545574,49.95794218284637],[14.172681013304471,49.95794218284637],[14.172681013304471,49.957582297371864]]]}"
