system:index,DEM,DPSVImodified,DPSVInormalized,DPSVIoriginal,LIA,NRPB,RFDI,RVI,VDDPI,VH,VH/VV,VV,VV/VH,angle,precipitation12hours,precipitationCurrent,slope,temperature,.geo
1_S1B_IW_GRDH_1SDV_20210102T051658_20210102T051723_024971_02F8D2_8F2F_0,270.84611535260063,0.7749574903757431,0.004357826949583031,0.003735174559602408,33.16118620846736,-0.005739784910060005,0.005739784910060005,1.9885204301798798,1.9885871838716533,-17.17059764032191,0.9885871838716537,-11.62248872373475,1.0115471237516558,35.41493606567383,0.07499009370803833,0.009834766387939453,3.8105662347763545,-1.7318176269531023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210103T050942_20210103T051007_035969_0436B5_1963_0,270.59597998022804,1.6285997541138582,0.009577302827138574,0.01741559168941941,41.04208916309902,-0.008270334863346019,0.008270334863346019,1.983459330273308,1.9835972729886735,-15.274400397151963,0.9835972729886737,-9.959346892975505,1.0166809916095363,43.39890670776367,6.126396358013153,0.45208632946014404,3.91435690473993,2.3837524414062727,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210108T051753_20210108T051818_036042_04393F_44EA_0,270.8451992091287,1.5816642247290502,0.007131620779040015,0.01232916323273331,32.47208464676958,-0.006925765146199783,0.006925765146199783,1.9861484697076002,1.9862449536071853,-15.68394019606855,0.9862449536071856,-10.609125098715314,1.013949394861932,35.54937744140625,0.06505846977233887,0.042557716369628906,3.9425691334484836,-1.4445098876952898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210109T050846_20210109T050911_025073_02FC03_4283_0,270.4022978231516,0.5123856954929699,0.009569861232835021,0.005558725349130464,43.01556048769517,-0.008917260290170044,0.008917260290170044,1.9821654794196597,1.982324334168977,-15.823178510648404,0.9823243341689767,-9.854330430875436,1.0179962799631164,43.87434387207031,0.7859319448471069,0.0039711594581604,3.600064159732834,-2.4696563720702898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
2_S1A_IW_GRDH_1SDV_20210111T165155_20210111T165220_036093_043B07_C1AD_0,270.58276364174907,1.51676536800042,0.005790777590902574,0.008894757069828323,41.389810706123335,-0.005251142103328659,0.005251142103328659,1.9894977157933422,1.9895526535062915,-15.130996117156178,0.9895526535062911,-11.176093367759727,1.0105578035705045,38.85382843017578,0.005531310932838096,0.002682209014892578,3.880471872436094,-2.7960571289062273,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210114T051657_20210114T051722_025146_02FE71_D43E_0,270.7860401805586,0.6431426461411237,0.008098929045028999,0.005966718555430238,33.660123292455175,-0.008069220450304653,0.008069220450304653,1.9838615590993909,1.98399150803499,-16.08718938246403,0.98399150803499,-10.242766562937819,1.0162705307386672,35.41426086425781,2.1469101308753125,0.2973228693008423,3.7620008844289425,-1.3768371582031023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210115T050941_20210115T051006_036144_043CD9_3659_0,270.65194212063193,1.5909704053029616,0.004580784817650906,0.008219798476748528,43.229986660108494,-0.005963680145876384,0.005963680145876384,1.988072639708247,1.9881439398063236,-17.167796367258227,0.9881439398063236,-11.4964092360251,1.0119995306599396,43.39907455444336,0.21104514598846436,0.0036582350730895996,3.4992007544475237,-1.9738677978515398,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
2_S1B_IW_GRDH_1SDV_20210117T165114_20210117T165139_025197_030006_9573_0,270.1789190529366,0.40901680669849216,0.003497072947607533,0.001616729273202026,40.45104143712292,-0.005420650735277548,0.005420650735277548,1.9891586985294447,1.989217257656209,-18.025293853596033,0.9892172576562088,-12.018813032186149,1.0109005012736538,38.8130989074707,0.08635222911834717,0.004887580871582031,3.98306603732664,-3.2679199218749773,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210121T050845_20210121T050910_025248_03019B_2A01_0,270.6360736071946,0.3243488742942669,0.005136997698566417,0.0018421129869863261,41.01276088972454,-0.005909393681760128,0.005909393681760128,1.9881812126364797,1.9882536613998618,-16.502222083753427,0.9882536613998623,-11.377028677491932,1.0118921783327588,43.87327194213867,1.6391277313232422E-4,5.587935447692871E-5,3.9471546705422784,-2.5756439208984148,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
2_S1A_IW_GRDH_1SDV_20210123T165154_20210123T165219_036268_04411C_1BA9_0,270.60910196699336,1.6393278965301175,0.006639902861267128,0.011179861879326593,41.59313390730864,-0.005866668589695518,0.005866668589695518,1.988266662820609,1.9883352029450463,-15.033630159594061,0.9883352029450462,-10.844649084576217,1.0118026888250924,38.854488372802734,4.085536301033699,0.04813075065612793,3.90261801130908,0.7105499267578352,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210126T051657_20210126T051722_025321_030402_C5F7_0,270.8501825642703,0.9027021919452979,0.005506387027130565,0.005529151161254012,32.72867213538461,-0.00650181750388086,0.00650181750388086,1.9869963649922382,1.987080914973545,-16.686461823464022,0.9870809149735452,-11.088954551856261,1.0130893063644275,35.41396713256836,0.0235140323638916,0.0028014183044433594,3.85995150857371,-3.6041320800781023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210127T050941_20210127T051006_036319_0442F1_863F_0,270.2502132618921,0.6900479589190931,0.0039600467687595665,0.0029974178432518954,42.28764341358894,-0.005212447604926124,0.005212447604926124,1.9895751047901478,1.9896294461158128,-17.0071823426366,0.9896294461158127,-11.863554029868414,1.010479812538723,43.39905548095703,0.13022422780295528,0.0040978193283081055,3.876311529082424,-0.9884704589843523,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210201T051752_20210201T051817_036392_044574_3B8E_0,270.8131150720154,1.026125387236876,0.004225892261117993,0.004872671093148881,32.9287680717116,-0.00570923631209238,0.00570923631209238,1.9885815273758154,1.9886474802416925,-17.322988656823824,0.9886474802416925,-11.690093564522092,1.0114852104440095,35.54962158203125,1.4901161193847656E-5,0.0,3.8414891941794034,-8.189703369140602,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210202T050845_20210202T050910_025423_030732_ECA5_0,270.91048761803336,0.5887341125118618,0.007396328896289153,0.004937403990387475,40.83698076571339,-0.007744620085750569,0.007744620085750569,1.9845107598284986,1.9846300524469394,-16.27924594837102,0.9846300524469392,-10.419160753027029,1.0156104031667121,43.87431335449219,0.34863128809092814,0.01940131187438965,3.9046851124350477,0.7085815429687727,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
2_S1A_IW_GRDH_1SDV_20210204T165154_20210204T165219_036443_044729_DEBE_0,270.1724298323536,1.384669507690298,0.0072288501175608805,0.00991828984472354,40.45061505050406,-0.005498037804615426,0.005498037804615426,1.9890039243907693,1.9890643080841106,-14.376022184059806,0.9890643080841102,-10.747448669845259,1.0110571324810074,38.85472106933594,1.6183987258955312,0.0,4.050826179723609,4.820825195312523,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210207T051657_20210207T051722_025496_0309AB_80DE_0,270.84511655610186,0.7090104887773839,0.0056120254263806665,0.004422360584510366,32.79571206896554,-0.006328286398219458,0.006328286398219458,1.9873434272035608,1.987424067463196,-16.413585439870005,0.9874240674631957,-11.107176519885023,1.0127382694246312,35.41481018066406,3.380093220755498,0.11583417654037476,3.849590198981938,-3.4352478027343523,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
