system:index,DEM,DPSVIm,DPSVInormalized,DPSVIoriginal,LIA,NRPB,RFDI,RVI,VDDPI,VH,VH/VV,VV,VV/VH,angle,precipitation12hours,precipitationCurrent,slope,temperature,.geo
1_S1B_IW_GRDH_1SDV_20210102T051658_20210102T051723_024971_02F8D2_8F2F_0,270.84611535260063,0.004357826949583031,0.5592267152193573,8.222428158900512E-4,33.16118620846736,-0.5621295281436887,0.5621295281436887,0.8757409437126228,1.2814708778677868,-17.17059764032191,0.28147087786778674,-11.62248872373475,3.6245159113701795,35.41493606567383,0.07499009370803833,0.009834766387939453,3.8105662347763545,-1.7318176269531023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210103T050942_20210103T051007_035969_0436B5_1963_0,270.59597998022804,0.009577302827138574,0.4753548072957021,0.002252678218890779,41.04208916309902,-0.5453616565738285,0.5453616565738285,0.909276686852343,1.2942762582139387,-15.274400397151963,0.29427625821393877,-9.959346892975505,3.402226097462864,43.39890670776367,6.126396358013153,0.45208632946014404,3.91435690473993,2.3837524414062727,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210108T051753_20210108T051818_036042_04393F_44EA_0,270.8451992091287,0.007131620779040015,0.7275125887743044,0.0012077694426188535,32.47208464676958,-0.5251507009703968,0.5251507009703968,0.9496985980592066,1.3118173145685201,-15.68394019606855,0.31181731456852024,-10.609125098715314,3.2274462374629698,35.54937744140625,0.06505846977233887,0.042557716369628906,3.9425691334484836,-1.4445098876952898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210109T050846_20210109T050911_025073_02FC03_4283_0,270.4022978231516,0.009569861232835021,0.7499773885049165,0.0010743733981670896,43.01556048769517,-0.5956584562623667,0.5956584562623667,0.8086830874752668,1.2536724327337436,-15.823178510648404,0.2536724327337436,-9.854330430875436,3.9632904744282373,43.87434387207031,0.7859319448471069,0.0039711594581604,3.600064159732834,-2.4696563720702898,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
2_S1A_IW_GRDH_1SDV_20210111T165155_20210111T165220_036093_043B07_C1AD_0,270.58276364174907,0.005790777590902574,0.7729896826762047,0.0014746483453075003,41.389810706123335,-0.42621495392805886,0.42621495392805886,1.147570092143882,1.4023794065859674,-15.130996117156178,0.40237940658596755,-11.176093367759727,2.486673757270862,38.85382843017578,0.005531310932838096,0.002682209014892578,3.880471872436094,-2.7960571289062273,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210114T051657_20210114T051722_025146_02FE71_D43E_0,270.7860401805586,0.008098929045028999,0.8722441664964127,7.718760028288101E-4,33.660123292455175,-0.5865355105824649,0.5865355105824649,0.8269289788350704,1.260783534713656,-16.08718938246403,0.26078353471365606,-10.242766562937819,3.8476017815391237,35.41426086425781,2.1469101308753125,0.2973228693008423,3.7620008844289425,-1.3768371582031023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210115T050941_20210115T051006_036144_043CD9_3659_0,270.65194212063193,0.004580784817650906,0.5386872258258093,8.448876284221445E-4,43.229986660108494,-0.573135849824968,0.573135849824968,0.8537283003500639,1.2716541687658205,-17.167796367258227,0.2716541687658208,-11.4964092360251,3.7007834457732534,43.39907455444336,0.21104514598846436,0.0036582350730895996,3.4992007544475237,-1.9738677978515398,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
2_S1B_IW_GRDH_1SDV_20210117T165114_20210117T165139_025197_030006_9573_0,270.1789190529366,0.003497072947607533,0.46766544242530006,6.73409696249657E-4,40.45104143712292,-0.5986996478071126,0.5986996478071126,0.8026007043857747,1.2511528935009273,-18.025293853596033,0.25115289350092734,-12.018813032186149,3.992394563664784,38.8130989074707,0.08635222911834717,0.004887580871582031,3.98306603732664,-3.2679199218749773,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210121T050845_20210121T050910_025248_03019B_2A01_0,270.6360736071946,0.005136997698566417,0.4406638777608258,0.0013625970853801978,41.01276088972454,-0.5291074757470903,0.5291074757470903,0.9417850485058196,1.308548969819151,-16.502222083753427,0.308548969819151,-11.377028677491932,3.269317316264901,43.87327194213867,1.6391277313232422E-4,5.587935447692871E-5,3.9471546705422784,-2.5756439208984148,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
2_S1A_IW_GRDH_1SDV_20210123T165154_20210123T165219_036268_04411C_1BA9_0,270.60910196699336,0.006639902861267128,0.5656872010128217,0.0020528702803454756,41.59313390730864,-0.4479621281894061,0.4479621281894061,1.104075743621188,1.3813696488051759,-15.033630159594061,0.38136964880517604,-10.844649084576217,2.6250856978338892,38.854488372802734,4.085536301033699,0.04813075065612793,3.90261801130908,0.7105499267578352,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1B_IW_GRDH_1SDV_20210126T051657_20210126T051722_025321_030402_C5F7_0,270.8501825642703,0.005506387027130565,0.6540920598163049,8.581247464491526E-4,32.72867213538461,-0.5673198777563793,0.5673198777563793,0.8653602444872414,1.2764102085262954,-16.686461823464022,0.2764102085262955,-11.088954551856261,3.6402233146171055,35.41396713256836,0.0235140323638916,0.0028014183044433594,3.85995150857371,-3.6041320800781023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
1_S1A_IW_GRDH_1SDV_20210127T050941_20210127T051006_036319_0442F1_863F_0,270.2502132618921,0.0039600467687595665,0.470364433231607,0.0010199410990042721,42.28764341358894,-0.5313018141893926,0.5313018141893926,0.9373963716212149,1.3062004852464622,-17.0071823426366,0.30620048524646215,-11.863554029868414,3.27136862302261,43.39905548095703,0.13022422780295528,0.0040978193283081055,3.876311529082424,-0.9884704589843523,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[14.457116700079899,50.44787214854077],[14.457678264097344,50.44787214854077],[14.457678264097344,50.44823203401529],[14.457116700079899,50.44823203401529],[14.457116700079899,50.44787214854077]]]}"
